,pm25,t2m,d2m,u10,v10
2016-02-07 02:00:00,49.0,267.5047492621799,256.2400546564408,1.4686254847083005,-1.4865721551709075
2016-02-07 08:00:00,30.0,266.662945532332,253.25460090687847,1.5001119713012487,-1.6862544900790755
2016-02-07 14:00:00,21.0,279.3566790032073,255.07778628808597,4.199459080337167,-1.6800046517407918
2016-02-07 20:00:00,44.0,272.7451858477432,256.0952635969932,3.031275049663956,-1.2434534438116667
2016-02-08 02:00:00,642.0,270.17601753362806,257.1048611203523,2.418173012972049,1.4927257806889922
2016-02-08 08:00:00,341.0,272.06590858058865,258.8295491822077,3.4618262202664076,-2.659354319349867
2016-02-08 14:00:00,10.0,282.63325416455854,259.4008336344499,2.716056402986236,-3.315899836786583
2016-02-08 20:00:00,28.0,277.54180016979757,258.22477564138575,0.7706160684399035,-3.355898802151599
2016-02-09 02:00:00,13.0,269.79991462957474,260.3168587044245,0.23145420812919082,-2.20624103982429
2016-02-09 08:00:00,23.0,268.064215354913,261.0152046986309,0.11824436869387056,-1.5062591459365013
2016-02-09 14:00:00,42.0,282.2561094242059,260.81131524757205,-0.2610085934144524,2.8805023837049153
2016-02-09 20:00:00,61.0,273.94642310085544,263.18805556353834,-1.2469955387464449,3.713918326115063
2016-02-10 02:00:00,85.0,271.44914149139316,261.84947699354325,-0.004163770195569461,-0.7634658594314688
2016-02-10 08:00:00,81.0,268.47678252944246,261.8642515914461,-0.2270456415838562,-0.9265866400606766
2016-02-10 14:00:00,100.0,281.5914178652418,261.26144799701115,-0.4311771333156682,1.058362016178266
2016-02-10 20:00:00,135.0,276.18220379918915,263.9474698957431,-2.88004747260094,0.2665074987177056
2016-02-11 02:00:00,205.0,273.44009065938747,265.16686670932216,-0.4311771333156682,-1.162518037330891
2016-02-11 08:00:00,187.0,274.1579158696167,266.4818059226728,-0.3158446093909357,-1.013771884879736
2016-02-11 14:00:00,153.0,278.62530992108697,272.3276218262203,-0.37740245958389096,-0.6747181550278385
2016-02-11 20:00:00,84.0,277.61681238334836,272.68319714908137,0.024138689663260493,-0.4262870810810564
2016-02-12 02:00:00,93.0,272.7451858477432,271.05503646019105,0.6623591594798786,-1.4943844530937622
2016-02-12 08:00:00,132.0,272.6347512000156,271.0382919159012,0.2951347428115585,-0.544721517591535
2016-02-12 14:00:00,174.0,280.3214194163747,273.436701642125,-1.4249472551088391,0.4721271800472433
2016-02-12 20:00:00,233.0,276.0957313863459,275.1692694895285,-0.8348409670522321,-1.2634529264941747
2016-02-13 02:00:00,20.0,275.18516646074306,274.10648341371933,-1.0382648972875732,-4.1571280771195855
2016-02-13 08:00:00,11.0,271.7241862744128,267.9326714367293,0.5445501703174984,-5.541467269049453
2016-02-13 14:00:00,8.0,273.5786548871966,261.3747199142661,2.613459985997977,-7.754535024635755
2016-02-13 20:00:00,6.0,268.9018517395637,256.6754128079771,2.920187894718048,-7.015491641133693
2016-02-14 02:00:00,3.0,264.90849320428254,253.44470073322805,2.749665574068596,-5.604903128183034
2016-02-14 08:00:00,8.0,264.1979608481485,252.19575472384335,2.571360076957967,-5.472719047328331
2016-02-14 14:00:00,8.0,270.5823336903616,254.72516588480542,3.595201562351145,-5.334597620052259
2016-02-14 20:00:00,6.0,268.1173490061782,254.93792009460597,3.054624579047491,-3.4949577051784146
2016-02-15 02:00:00,5.0,266.2983028275711,254.14107678104745,2.2554338687837765,-2.206553531741204
2016-02-15 08:00:00,3.0,266.6691965501279,256.554261105174,2.8703048092168593,-1.7990640720850986
2016-02-15 14:00:00,7.0,274.6215330228127,257.99626186048886,4.360075540036027,-6.3058224978215645
2016-02-15 20:00:00,6.0,272.4388859757441,258.4788987253142,3.2676005894851863,-2.846849469498382
2016-02-16 02:00:00,4.0,271.16159467278175,258.48776348405585,2.37678066542851,-1.9215609035154615
2016-02-16 08:00:00,4.0,270.475024551532,260.7541868023478,2.422064601202638,-0.8897125938648021
2016-02-16 14:00:00,9.0,278.8243006542565,261.93221474179904,3.635886348398213,-5.328035289797061
2016-02-16 20:00:00,11.0,275.32164701595354,262.42765625814013,1.5620236022424394,-3.022469926804157
2016-02-17 02:00:00,12.0,269.5488320814394,262.50645411362177,1.9267715536731123,-1.221579009627673
2016-02-17 08:00:00,39.0,269.1258465439168,262.58229704952294,1.5181547894612528,-0.8006523975442575
2016-02-17 14:00:00,37.0,280.9715252671483,264.2045478992521,3.360291145522855,1.2108580716323916
2016-02-17 20:00:00,65.0,275.1362001546752,264.0174029924831,3.0128784507557165,0.6818092562966656
2016-02-18 02:00:00,16.0,272.74310217514454,257.5569638161785,2.9120509375086336,-1.8221884739367487
2016-02-18 08:00:00,8.0,273.52343756333283,258.1755269817097,2.638578419122688,-2.963408954507375
2016-02-18 14:00:00,5.0,280.38913877583025,259.7239048419248,3.121842921212212,-4.443683164929899
2016-02-18 20:00:00,25.0,276.6562393153783,260.38088196200334,0.5392434590939679,-2.1499924947797355
2016-02-19 02:00:00,18.0,272.8191562249947,263.0255349866074,0.2781532668962605,-1.97437203747396
2016-02-19 08:00:00,19.0,271.879419883011,261.65445230122606,0.5523333467786768,-2.252802335444504
2016-02-19 14:00:00,10.0,277.36156249001573,258.9004672521412,2.382087376652041,-5.5027182713520935
2016-02-19 20:00:00,11.0,272.3690829436899,256.2400546564408,0.565777015211621,-3.1296546543057246
2016-02-20 02:00:00,11.0,268.70494467899283,255.19401312492144,0.8611839399881598,-2.335925185343679
2016-02-20 08:00:00,6.0,268.52158149031305,253.68503419244718,2.818652819974495,-2.2124908781625736
2016-02-20 14:00:00,11.0,274.68821054596896,254.71334620648318,3.7207937279747028,-2.051557540951765
2016-02-20 20:00:00,24.0,269.8415880815474,256.98863428351683,2.624427189193273,1.343979628237837
2016-02-21 02:00:00,48.0,266.61918840776065,258.4788987253142,1.6720494149436416,-1.1372061920608414
2016-02-21 08:00:00,68.0,266.88485666408644,260.93148197718165,-0.7432117532592697,-0.7381540141614193
2016-02-21 14:00:00,80.0,276.5333026320589,261.7214304783855,0.5785131221480948,4.674518478709288
2016-02-21 20:00:00,108.0,271.88671273710617,264.21144271160676,0.12461242216210744,2.4727004321318957
2016-02-22 02:00:00,111.0,268.5059539458233,264.63695113120787,2.137624879621396,-1.2531406932360065
2016-02-22 08:00:00,118.0,268.55596208819054,262.42962620452715,1.171095875442349,-1.7643774693076233
2016-02-22 14:00:00,11.0,278.29296414160495,260.03417139788394,3.599800712078205,-3.041219441819009
2016-02-22 20:00:00,19.0,273.50676818254374,258.1765119549032,1.643393174336576,-3.5815179661636454
2016-02-23 02:00:00,15.0,270.47189904263405,257.9755774234249,0.9107132447411126,-2.265302012121072
2016-02-23 08:00:00,3.0,268.8237140171149,255.429421718173,2.80061000181449,-3.9430711140333647
2016-02-23 14:00:00,7.0,273.6172028302713,255.0472521190868,1.8531851580401537,-4.840235407494008
2016-02-23 20:00:00,16.0,270.85112745558536,256.77489510052277,0.3439564860680404,-2.9980955572848504
2016-02-24 02:00:00,17.0,266.1316090196804,256.80050440355427,1.4102516612494633,-0.52347206724137
2016-02-24 08:00:00,32.0,266.5670965927948,257.0497026215151,2.147884521320222,0.2602576603794218
2016-02-24 14:00:00,29.0,278.07730402764633,255.59194229510396,4.661496737532568,-1.4093866516931022
2016-02-24 20:00:00,9.0,271.8835872282082,255.96623210864195,2.7991948788215493,-2.2578022061151315
2016-02-25 02:00:00,13.0,269.4123515262289,255.68452977529495,0.618490346698692,-2.5077957396464843
2016-02-25 08:00:00,18.0,268.4934519102315,259.60472308550874,-0.04449477549440228,-1.4921970096753627
2016-02-25 14:00:00,30.0,278.457574276897,257.8908697287821,2.9697171994710003,-0.4031626792294063
2016-02-25 20:00:00,7.0,274.15583219701807,258.3173631215767,1.334542581127093,-3.1434042986499495
2016-02-26 02:00:00,3.0,268.96123640862476,256.30309294082616,1.8599069922566263,-2.2568647303643887
2016-02-26 08:00:00,7.0,268.83934156160467,258.6729384444378,1.7679239977154282,0.14057325620128647
2016-02-26 14:00:00,45.0,279.10976380026926,258.9477459654302,2.7807982799133097,2.5439485891883318
2016-02-26 20:00:00,84.0,275.29560110847063,263.00977541551106,1.0016348970376043,0.5493126835250486
2016-02-27 02:00:00,9.0,271.95130658766385,263.72585092720084,0.5265073521574943,-2.53654499600259
2016-02-27 08:00:00,12.0,270.87092234527233,264.1296899365445,-0.16654913363560708,-2.0996812961565507
2016-02-27 14:00:00,12.0,278.8013802556715,263.7691897477158,1.0348902873717294,-0.2812908316328717
2016-02-27 20:00:00,44.0,274.372534147276,265.97158980842886,-0.4626636199086166,2.1305217831108565
2016-02-28 02:00:00,40.0,271.0980426585234,266.3035257746455,1.1873697898611764,-0.605344949472888
2016-02-28 08:00:00,61.0,271.0334488079658,258.798030040015,1.6879695486142334,-1.6712548780671943
2016-02-28 14:00:00,12.0,277.02400752903714,259.0895821052972,3.104153883800443,-6.234886832682044
2016-02-28 20:00:00,7.0,271.74814850929704,255.40972225430255,0.8834721271269887,-3.9949447722411207
2016-02-29 02:00:00,8.0,267.70061448645146,255.8894041995473,1.3996382388024022,-2.0162459543404614
2016-02-29 08:00:00,9.0,268.63826715583656,257.25162212618693,0.06836128319268253,-1.85062523837594
2016-02-29 14:00:00,39.0,276.6062311730111,259.32893059132283,1.420511302948289,0.5721245934597845
2016-02-29 20:00:00,58.0,273.241099926218,262.29862476978883,-0.224922957094444,2.6751951942922916
2016-03-01 02:00:00,91.0,271.00844473678217,262.1823979329534,1.2747536346753146,1.6164725797870116
2016-03-01 08:00:00,109.0,270.21143996780484,262.9477221043192,0.9238031324258213,-1.6318808965360063
2016-03-01 14:00:00,117.0,283.12500089783606,266.2611719273241,2.0382124893672553,1.4336648083922099
2016-03-01 20:00:00,163.0,279.58692482535633,268.2350582071403,1.7159182277248282,2.8601904091054933
2016-03-02 02:00:00,178.0,274.5871524249352,267.19591148797554,2.4174654514755782,-0.37128850370415867
2016-03-02 08:00:00,194.0,274.1756270867051,267.9464610614386,1.5998781423036248,-1.7471904138773429
2016-03-02 14:00:00,165.0,290.43660804644105,270.8087931618108,1.3377266078612111,1.569598792249883
2016-03-02 20:00:00,133.0,283.28231817903287,272.4635481269262,-0.29037239551798866,4.359214134542869
2016-03-03 02:00:00,155.0,277.6876572517019,270.5655047830111,0.8463251485622743,1.399603189448563
2016-03-03 08:00:00,233.0,275.7956825321427,271.53570337862936,0.3177767106986227,-0.6228444968200828
2016-03-03 14:00:00,348.0,290.2334499680743,273.7804572866638,-0.5171458551368645,-0.16066895170399387
2016-03-03 20:00:00,364.0,285.4910111335844,275.1692694895285,-2.91294908218683,-0.02567244359706322
2016-03-04 02:00:00,362.0,277.4574114295529,272.75510019220843,-2.032035019080744,-1.956559998209851
2016-03-04 08:00:00,296.0,276.0092589735026,272.26556851502846,-2.162933895927833,-1.9071862753374087
2016-03-04 14:00:00,309.0,283.44067729652903,275.61250742661304,-1.1666873088970147,-1.8334381829456596
2016-03-04 20:00:00,366.0,280.83087736674054,272.37194561992874,1.2531730090329565,-2.3412375479312204
2016-03-05 02:00:00,98.0,277.4844991733351,258.5547416612153,2.1634508742425784,-2.6887285595398014
2016-03-05 08:00:00,47.0,276.6416536071879,262.0257871951835,2.137624879621396,-2.379674053711666
2016-03-05 14:00:00,44.0,283.5344425634675,261.30774173710665,4.129764272934798,-2.3271754116700816
2016-03-05 20:00:00,52.0,278.1794039849794,263.03341477215554,1.5545942065294969,-1.0893949287729703
2016-03-06 02:00:00,38.0,271.6533414060592,263.77312964048986,0.22225590867507106,-1.211579268286419
2016-03-06 08:00:00,22.0,272.6910103601787,263.8667020938744,-1.0828412715652305,-0.9715854760963202
2016-03-06 14:00:00,89.0,282.20505944553935,266.9181490474026,0.6559911060116419,0.5215009029196858
2016-03-06 20:00:00,119.0,279.7838318859272,269.7844210405489,-1.7437037092689127,-1.299701988856221
2016-03-07 02:00:00,118.0,273.83598845312787,266.11933578745703,0.5820509296304484,-2.2171782569162866
2016-03-07 20:00:00,9.0,276.0280120268903,254.44247857826488,-0.0685518663744078,-5.1967886846931
2016-03-08 08:00:00,13.0,271.6522995697599,253.02707209917511,-0.6614884004168978,-4.051505809202589
2016-03-08 14:00:00,12.0,276.33847924408667,254.2198746365291,1.0982170413058618,-3.310899966115956
2016-03-08 20:00:00,16.0,271.9752688225481,255.42154193262482,-0.8475770739887056,-2.7518519267564674
2016-03-09 02:00:00,5.0,270.2833266724577,253.61017622973958,0.3895942025904038,-3.8574483287988763
2016-03-09 14:00:00,17.0,275.984254902319,253.9618116598266,2.683862354896817,-2.8024756172965666
2016-03-09 20:00:00,7.0,272.7128889224644,251.74759192079125,1.840095270355445,-2.2721768342931843
